A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U
9368859329,https://smartstore.naver.com/magussa5/products/9368859329,https://www.mytheresa.com/de/en/women/isabel-marant-suede-chelsea-boots-beige-p00832154,nan,nan,nan,nan,nan,2024/03/02/21:29:32,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT 갈나 스웨이드 첼시 부츠,330.0
9368870107,https://smartstore.naver.com/magussa5/products/9368870107,https://www.mytheresa.com/de/en/women/rene-caovilla-cleo-105-velvet-sandals-blue-p00830174,nan,nan,nan,nan,nan,2024/03/02/21:31:52,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,RENE CAOVILLA 클레오 105 벨벳 샌들,605.0
9368937360,https://smartstore.naver.com/magussa5/products/9368937360,https://www.mytheresa.com/de/en/women/tods-suede-and-shearling-ankle-boots-beige-p00833892,nan,nan,nan,nan,nan,2024/03/02/21:33:26,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,TOD'S 스웨이드 & 시어링 앵클 부츠,595.0
9369284300,https://smartstore.naver.com/magussa5/products/9369284300,https://www.mytheresa.com/de/en/women/isabel-marant-leather-over-the-knee-boots-beige-p00835682,nan,nan,nan,nan,nan,2024/03/02/21:35:00,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT Lalex 가죽 롱 부츠,1183.0
9369300108,https://smartstore.naver.com/magussa5/products/9369300108,https://www.mytheresa.com/de/en/women/miu-miu-shearling-sandals-brown-p00595319,nan,nan,nan,nan,nan,2024/03/02/21:36:33,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 시어링 샌들,790.0
9369335248,https://smartstore.naver.com/magussa5/products/9369335248,https://www.mytheresa.com/de/en/women/jimmy-choo-veronique-leather-chelsea-boots-black-p00818654,nan,nan,nan,nan,nan,2024/03/02/21:38:06,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 베로니크 가죽 첼시 부츠,626.0
9369495875,https://smartstore.naver.com/magussa5/products/9369495875,https://www.mytheresa.com/de/en/women/aquazzura-groove-leather-platform-ankle-boots-black-p00833087,nan,nan,nan,nan,nan,2024/03/02/21:39:39,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 그루브 가죽 플랫폼 앵클 부츠,696.0
9369502183,https://smartstore.naver.com/magussa5/products/9369502183,https://www.mytheresa.com/de/en/women/alexander-mcqueen-tread-slick-canvas-sneakers-black-p00480578,nan,nan,nan,nan,nan,2024/03/02/21:41:12,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ALEXANDER MCQUEEN 트레드 슬릭 캔버스 스니커즈,550.0
9369524558,https://smartstore.naver.com/magussa5/products/9369524558,https://www.mytheresa.com/de/en/women/alaia-studded-leather-knee-high-boots-black-p00583027,nan,nan,nan,nan,nan,2024/03/02/21:42:45,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ALA?A 스터드 가죽 니하이 부츠,1490.0
9369563946,https://smartstore.naver.com/magussa5/products/9369563946,https://www.mytheresa.com/de/en/women/saint-laurent-le-loafer-leather-loafers-black-p00480160,nan,nan,nan,nan,nan,2024/03/02/21:44:18,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 르 로퍼 가죽 로퍼,725.0
9369579752,https://smartstore.naver.com/magussa5/products/9369579752,https://www.mytheresa.com/de/en/women/prada-monolith-nylon-snow-boots-black-p00596766,nan,nan,nan,nan,nan,2024/03/02/21:45:51,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,PRADA 모노리스 나일론 스노우 부츠,1100.0
9369599354,https://smartstore.naver.com/magussa5/products/9369599354,https://www.mytheresa.com/de/en/women/aquazzura-comet-embellished-canvas-pumps-black-p00832902,nan,nan,nan,nan,nan,2024/03/02/21:47:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 코멧 장식 캔버스 펌프스,696.0
9369643791,https://smartstore.naver.com/magussa5/products/9369643791,https://www.mytheresa.com/de/en/women/jimmy-choo-gala-bow-embellished-ballet-flats-pink-p00818745,nan,nan,nan,nan,nan,2024/03/02/21:48:58,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 갈라 리본 장식 발레 플랫,402.0
9369714647,https://smartstore.naver.com/magussa5/products/9369714647,https://www.mytheresa.com/de/en/women/saint-laurent-bianca-leather-platform-sandals-black-p00480216,nan,nan,nan,nan,nan,2024/03/02/21:50:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 비앙카 125 가죽 플랫폼 샌들,875.0
9369748067,https://smartstore.naver.com/magussa5/products/9369748067,https://www.mytheresa.com/de/en/women/isabel-marant-frieze-suede-ankle-boots-brown-p00832141,nan,nan,nan,nan,nan,2024/03/02/21:52:04,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT 프리즈 스웨이드 앵클 부츠,413.0
9369850819,https://smartstore.naver.com/magussa5/products/9369850819,https://www.mytheresa.com/de/en/women/prada-quilted-nylon-snow-boots-white-p00595258,nan,nan,nan,nan,nan,2024/03/02/21:53:37,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,PRADA 퀼팅 나일론 스노우 부츠,850.0
9369897612,https://smartstore.naver.com/magussa5/products/9369897612,https://www.mytheresa.com/de/en/women/magda-butrym-faux-fur-trimmed-satin-mules-black-p00835567,nan,nan,nan,nan,nan,2024/03/02/21:55:11,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MAGDA BUTRYM 인조 퍼 트리밍 새틴 뮬,600.0
9369926279,https://smartstore.naver.com/magussa5/products/9369926279,https://www.mytheresa.com/de/en/women/gucci-gg-rhyton-leather-trimmed-sneakers-multicoloured-p00491434,nan,nan,nan,nan,nan,2024/03/02/21:56:44,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GUCCI GG 라이톤 가죽 트리밍 스니커즈,795.0
9370037964,https://smartstore.naver.com/magussa5/products/9370037964,https://www.mytheresa.com/de/en/women/gia-borghini-gia-35-camouflage-combat-boots-multicoloured-p00825177,nan,nan,nan,nan,nan,2024/03/02/21:58:17,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIA BORGHINI Gia 35 위장 전투화,264.0
9370213215,https://smartstore.naver.com/magussa5/products/9370213215,https://www.mytheresa.com/de/en/women/rene-caovilla-morgana-embellished-sneakers-multicoloured-p00830165,nan,nan,nan,nan,nan,2024/03/02/21:59:50,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,RENE CAOVILLA 모르가나 장식 스니커즈,854.0
9370262013,https://smartstore.naver.com/magussa5/products/9370262013,https://www.mytheresa.com/de/en/women/miu-miu-embellished-leather-platform-derby-shoes-black-p00595302,nan,nan,nan,nan,nan,2024/03/02/22:01:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 장식 가죽 플랫폼 더비 슈즈,920.0
9370281265,https://smartstore.naver.com/magussa5/products/9370281265,https://www.mytheresa.com/de/en/women/gucci-gg-canvas-wedge-espadrilles-brown-p00454428,nan,nan,nan,nan,nan,2024/03/02/22:02:56,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GUCCI GG 캔버스 웨지 에스파드리유,610.0
9370487015,https://smartstore.naver.com/magussa5/products/9370487015,https://www.mytheresa.com/de/en/women/malone-souliers-clara-leather-ankle-boots-black-p00852682,nan,nan,nan,nan,nan,2024/03/02/22:04:30,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MALONE SOULIERS 클라라 가죽 앵클 부츠,675.0
9370547730,https://smartstore.naver.com/magussa5/products/9370547730,https://www.mytheresa.com/de/en/women/magda-butrym-faux-fur-ballet-flats-black-p00835572,nan,nan,nan,nan,nan,2024/03/02/22:06:03,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MAGDA BUTRYM 인조 퍼 발레리나 플랫,432.0
9370568174,https://smartstore.naver.com/magussa5/products/9370568174,https://www.mytheresa.com/de/en/women/jimmy-choo-cece-80-leather-knee-high-boots-black-p00818724,nan,nan,nan,nan,nan,2024/03/02/22:07:36,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 씨시 80 가죽 니하이 부츠,1295.0
9370589309,https://smartstore.naver.com/magussa5/products/9370589309,https://www.mytheresa.com/de/en/women/jimmy-choo-alizze-leather-knee-high-boots-white-p00818710,nan,nan,nan,nan,nan,2024/03/02/22:09:09,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 알리제 가죽 니하이 부츠,976.0
9370637951,https://smartstore.naver.com/magussa5/products/9370637951,https://www.mytheresa.com/de/en/women/roger-vivier-viv-winter-shearling-trimmed-suede-boots-black-p00837644,nan,nan,nan,nan,nan,2024/03/02/22:10:42,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER Viv' 윈터 시어링 트리밍 가죽 부츠,980.0
9370702029,https://smartstore.naver.com/magussa5/products/9370702029,https://www.mytheresa.com/de/en/women/jimmy-choo-biker-ii-leather-mid-calf-boots-black-p00818653,nan,nan,nan,nan,nan,2024/03/02/22:12:16,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 바이커 II 가죽 앵클 부츠,836.0
9370941348,https://smartstore.naver.com/magussa5/products/9370941348,https://www.mytheresa.com/de/en/women/tods-tabs-suede-trimmed-leather-sneakers-multicoloured-p00820682,nan,nan,nan,nan,nan,2024/03/02/22:13:48,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,TOD'S 탭 스웨이드 트리밍 가죽 스니커즈,385.0
9370960317,https://smartstore.naver.com/magussa5/products/9370960317,https://www.mytheresa.com/de/en/women/gia-borghini-gia-35-denim-combat-boots-blue-p00825183,nan,nan,nan,nan,nan,2024/03/02/22:15:21,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIA BORGHINI Gia 35 데님 컴배트 부츠,420.0
9370992638,https://smartstore.naver.com/magussa5/products/9370992638,https://www.mytheresa.com/de/en/women/roger-vivier-viv-winter-suede-ankle-boots-beige-p00837642,nan,nan,nan,nan,nan,2024/03/02/22:16:54,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER 비브 윈터 스웨이드 앵클부츠,980.0
9371488643,https://smartstore.naver.com/magussa5/products/9371488643,https://www.mytheresa.com/de/en/women/aquazzura-crystal-macaron-75-embellished-mules-gold-p00832922,nan,nan,nan,nan,nan,2024/03/02/22:18:27,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 크리스탈 마카롱 75 장식 뮬,626.0
9371551257,https://smartstore.naver.com/magussa5/products/9371551257,https://www.mytheresa.com/de/en/women/miu-miu-leather-ankle-biker-boots-black-p00595327,nan,nan,nan,nan,nan,2024/03/02/22:20:01,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 가죽 앵클 바이커 부츠,890.0
9371563115,https://smartstore.naver.com/magussa5/products/9371563115,https://www.mytheresa.com/de/en/women/aquazzura-joplin-suede-ankle-boots-brown-p00833071,nan,nan,nan,nan,nan,2024/03/02/22:21:35,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 조플린 스웨이드 앵클 부츠,665.0
9371591483,https://smartstore.naver.com/magussa5/products/9371591483,https://www.mytheresa.com/de/en/women/area-x-sergio-rossi-denim-pumps-blue-p00835717,nan,nan,nan,nan,nan,2024/03/02/22:23:08,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AREA x Sergio Rossi 데님 펌프스,595.0
9371605367,https://smartstore.naver.com/magussa5/products/9371605367,https://www.mytheresa.com/de/en/women/isabel-marant-duerto-suede-ankle-boots-yellow-p00832152,nan,nan,nan,nan,nan,2024/03/02/22:24:41,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT 듀에르토 스웨이드 앵클 부츠,623.0
9371649895,https://smartstore.naver.com/magussa5/products/9371649895,https://www.mytheresa.com/de/en/women/alaia-laser-cut-buckled-leather-boots-black-p00583017,nan,nan,nan,nan,nan,2024/03/02/22:26:14,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ALA?A 레이저 컷 버클 가죽 부츠,1390.0
9371733601,https://smartstore.naver.com/magussa5/products/9371733601,https://www.mytheresa.com/de/en/women/jimmy-choo-biker-ii-faux-leather-over-the-knee-boots-black-p00818650,nan,nan,nan,nan,nan,2024/03/02/22:27:47,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 바이커 II 가죽 롱 부츠,777.0
9371754320,https://smartstore.naver.com/magussa5/products/9371754320,https://www.mytheresa.com/de/en/women/maison-margiela-tabi-monster-satin-bow-110-pumps-orange-p00834639,nan,nan,nan,nan,nan,2024/03/02/22:29:19,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MAISON MARGIELA 타비 몬스터 새틴 보우 110 펌프스,1225.0
9371804904,https://smartstore.naver.com/magussa5/products/9371804904,https://www.mytheresa.com/de/en/women/christian-louboutin-condora-85-suede-pumps-blue-p00827874,nan,nan,nan,nan,nan,2024/03/02/22:30:52,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 콘도라 85 스웨이드 펌프스,795.0
9371818398,https://smartstore.naver.com/magussa5/products/9371818398,https://www.mytheresa.com/de/en/women/rene-caovilla-embellished-suede-ankle-boots-multicoloured-p00830184,nan,nan,nan,nan,nan,2024/03/02/22:32:25,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,RENE CAOVILLA 장식 스웨이드 앵클 부츠,966.0
9371867367,https://smartstore.naver.com/magussa5/products/9371867367,https://www.mytheresa.com/de/en/women/giambattista-valli-love-bow-leather-sandals-black-p00828936,nan,nan,nan,nan,nan,2024/03/02/22:33:58,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIAMBATTISTA VALLI 러브 보우 페이턴트 가죽 샌들,356.0
9374173682,https://smartstore.naver.com/magussa5/products/9374173682,https://www.mytheresa.com/de/en/women/gabriela-hearst-harry-shearling-lined-suede-ankle-boots-brown-p00830214,nan,nan,nan,nan,nan,2024/03/02/22:35:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GABRIELA HEARST 해리 시어링 안감 스웨이드 앵클 부츠,693.0
9374436770,https://smartstore.naver.com/magussa5/products/9374436770,https://www.mytheresa.com/de/en/women/coperni-origami-mirrored-pumps-silver-p00835689,nan,nan,nan,nan,nan,2024/03/02/22:37:04,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,COPERNI 오리가미 미러 펌프스,665.0
9374452396,https://smartstore.naver.com/magussa5/products/9374452396,https://www.mytheresa.com/de/en/women/christian-louboutin-miss-sabina-55-metallic-sandals-silver-p00813929,nan,nan,nan,nan,nan,2024/03/02/22:38:37,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 미스 사비나 55 메탈릭 샌들,745.0
9374466222,https://smartstore.naver.com/magussa5/products/9374466222,https://www.mytheresa.com/de/en/women/jimmy-choo-nell-85-suede-ankle-boots-brown-p00818798,nan,nan,nan,nan,nan,2024/03/02/22:40:10,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO Nell 85 스웨이드 앵클 부츠,657.0
9374482712,https://smartstore.naver.com/magussa5/products/9374482712,https://www.mytheresa.com/de/en/women/ferragamo-embellished-leather-loafers-black-p00815813,nan,nan,nan,nan,nan,2024/03/02/22:41:43,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,FERRAGAMO 장식 가죽 로퍼,616.0
9374496881,https://smartstore.naver.com/magussa5/products/9374496881,https://www.mytheresa.com/de/en/women/christian-louboutin-cl-embossed-leather-slides-neutrals-p00814009,nan,nan,nan,nan,nan,2024/03/02/22:43:34,스토어에 상품이 없습니다.,nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN CL 엠보싱 가죽 슬리퍼,595.0
9374509020,https://smartstore.naver.com/magussa5/products/9374509020,https://www.mytheresa.com/de/en/women/jimmy-choo-nell-suede-flat-knee-high-boots-grey-p00818795,nan,nan,nan,nan,nan,2024/03/02/22:45:07,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 넬 스웨이드 니하이 부츠,976.0
9374537393,https://smartstore.naver.com/magussa5/products/9374537393,https://www.mytheresa.com/de/en/women/rene-caovilla-cleo-leather-sandals-black-p00815017,nan,nan,nan,nan,2024/03/02/22:46:33,2024/03/02/22:46:33,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,RENE CAOVILLA 클레오 가죽 샌들,567.0
9374583712,https://smartstore.naver.com/magussa5/products/9374583712,https://www.mytheresa.com/de/en/women/aquazzura-twist-velvet-mules-black-p00832960,nan,nan,nan,nan,nan,2024/03/02/22:48:07,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 트위스트 벨벳 뮬,455.0
9374595174,https://smartstore.naver.com/magussa5/products/9374595174,https://www.mytheresa.com/de/en/women/aquazzura-atelier-velvet-platform-sandals-black-p00832849,nan,nan,nan,nan,nan,2024/03/02/22:49:39,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 아뜰리에 벨벳 플랫폼 샌들,597.0
9374608920,https://smartstore.naver.com/magussa5/products/9374608920,https://www.mytheresa.com/de/en/women/alaia-embellished-leather-sandals-black-p00583023,nan,nan,nan,nan,nan,2024/03/02/22:51:13,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ALA?A 장식 가죽 샌들,750.0
9374626218,https://smartstore.naver.com/magussa5/products/9374626218,https://www.mytheresa.com/de/en/women/gianvito-rossi-christina-05-leather-ballet-flats-white-p00834617,nan,nan,nan,nan,nan,2024/03/02/22:52:46,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIANVITO ROSSI 크리스티나 05 가죽 발레리나 플랫,483.0
9374641114,https://smartstore.naver.com/magussa5/products/9374641114,https://www.mytheresa.com/de/en/women/ferragamo-vara-bow-patent-leather-ballet-flats-white-p00815863,nan,nan,nan,nan,nan,2024/03/02/22:54:20,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,FERRAGAMO Vara Bow 페이턴트 가죽 발레리나 플랫,417.0
9374661396,https://smartstore.naver.com/magussa5/products/9374661396,https://www.mytheresa.com/de/en/women/miu-miu-embellished-slip-on-sneakers-black-p00595312,nan,nan,nan,nan,nan,2024/03/02/22:55:53,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 장식 슬립온 스니커즈,790.0
9374681883,https://smartstore.naver.com/magussa5/products/9374681883,https://www.mytheresa.com/de/en/women/aquazzura-love-link-105-pvc-slingback-pumps-silver-p00819672,nan,nan,nan,nan,nan,2024/03/02/22:57:26,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 러브 링크 105 PVC 슬링백 펌프스,497.0
9374715635,https://smartstore.naver.com/magussa5/products/9374715635,https://www.mytheresa.com/de/en/women/amina-muaddi-lupita-70-pvc-sandals-blue-p00813887,nan,nan,nan,nan,nan,2024/03/02/22:58:59,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AMINA MUADDI 루피타 70 PVC 샌들,392.0
9374747374,https://smartstore.naver.com/magussa5/products/9374747374,https://www.mytheresa.com/de/en/women/christian-louboutin-supra-botta-85-suede-knee-high-boots-black-p00827867,nan,nan,nan,nan,nan,2024/03/02/23:00:33,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 수프라 보타 85 스웨이드 니하이 부츠,1595.0
9374773594,https://smartstore.naver.com/magussa5/products/9374773594,https://www.mytheresa.com/de/en/women/aquazzura-macaron-embellished-velvet-mules-black-p00832917,nan,nan,nan,nan,nan,2024/03/02/23:02:05,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 마카롱 장식 벨벳 뮬,626.0
9374816842,https://smartstore.naver.com/magussa5/products/9374816842,https://www.mytheresa.com/de/en/women/acne-studios-hairy-leather-ankle-boots-multicoloured-p00832170,nan,nan,nan,nan,nan,2024/03/02/23:03:38,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ACNE STUDIOS 송아지 털 앵클 부츠,623.0
9374838697,https://smartstore.naver.com/magussa5/products/9374838697,https://www.mytheresa.com/de/en/women/roger-vivier-viv-winter-platform-leather-mules-black-p00837646,nan,nan,nan,nan,nan,2024/03/02/23:05:12,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER Viv 윈터 플랫폼 가죽 뮬,840.0
9374857126,https://smartstore.naver.com/magussa5/products/9374857126,https://www.mytheresa.com/de/en/women/stella-mccartney-ryder-faux-leather-over-the-knee-boots-black-p00835052,nan,nan,nan,nan,nan,2024/03/02/23:06:46,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,STELLA MCCARTNEY 라이더 인조 가죽 롱 부츠,1046.0
9374874295,https://smartstore.naver.com/magussa5/products/9374874295,https://www.mytheresa.com/de/en/women/aquazzura-groove-plateau-120-leather-platform-pumps-gold-p00819752,nan,nan,nan,nan,nan,2024/03/02/23:08:20,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 그루브 플래토 120 가죽 플랫폼 펌프스,450.0
9374889201,https://smartstore.naver.com/magussa5/products/9374889201,https://www.mytheresa.com/de/en/women/roger-vivier-wallaviv-strass-buckle-patent-leather-loafers-black-p00834357,nan,nan,nan,nan,nan,2024/03/02/23:09:53,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER Wallaviv 스트라스 버클 페이턴트 가죽 로퍼,770.0
9374902075,https://smartstore.naver.com/magussa5/products/9374902075,https://www.mytheresa.com/de/en/women/christian-louboutin-astrilarge-botta-pika-100-knee-high-boots-blue-p00827862,nan,nan,nan,nan,nan,2024/03/02/23:11:26,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN Astilarge Botta Pika 100 니하이 부츠,3495.0
9374930814,https://smartstore.naver.com/magussa5/products/9374930814,https://www.mytheresa.com/de/en/women/saint-laurent-court-classic-leather-sneakers-white-p00480303,nan,nan,nan,nan,nan,2024/03/02/23:12:58,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 코트 클래식 가죽 스니커즈,625.0
9374945414,https://smartstore.naver.com/magussa5/products/9374945414,https://www.mytheresa.com/de/en/women/roger-vivier-soft-choc-babies-leather-ballet-flats-black-p00837638,nan,nan,nan,nan,nan,2024/03/02/23:14:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER Soft Choc 베이비 가죽 발레리나 플랫,595.0
9374961032,https://smartstore.naver.com/magussa5/products/9374961032,https://www.mytheresa.com/de/en/women/tods-slip-on-sneakers-pink-p00820687,nan,nan,nan,nan,nan,2024/03/02/23:16:05,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,TOD'S 슬립온 스니커즈,640.0
9375048979,https://smartstore.naver.com/magussa5/products/9375048979,https://www.mytheresa.com/de/en/women/ann-demeulemeester-uta-leather-knee-high-boots-black-p00835035,nan,nan,nan,nan,nan,2024/03/02/23:17:38,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ANN DEMEULEMEESTER 우타 가죽 니하이 부츠,1014.0
9375068075,https://smartstore.naver.com/magussa5/products/9375068075,https://www.mytheresa.com/de/en/women/christian-louboutin-cassandribooty-leather-ankle-boots-black-p00824786,nan,nan,nan,nan,nan,2024/03/02/23:19:11,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 카산드리부티 가죽 앵클 부츠,1795.0
9375086906,https://smartstore.naver.com/magussa5/products/9375086906,https://www.mytheresa.com/de/en/women/christian-louboutin-stretchadoxa-suede-ankle-boots-black-p00824784,nan,nan,nan,nan,nan,2024/03/02/23:20:44,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN Stretchadoxa 스웨이드 앵클 부츠,1095.0
9375314853,https://smartstore.naver.com/magussa5/products/9375314853,https://www.mytheresa.com/de/en/women/loro-piana-summer-charms-suede-slides-brown-p00812598,nan,nan,nan,nan,nan,2024/03/02/23:22:17,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,LORO PIANA Summer Charms 스웨이드 슬리퍼,690.0
9375332963,https://smartstore.naver.com/magussa5/products/9375332963,https://www.mytheresa.com/de/en/women/stella-mccartney-loop-faux-fur-sneakers-multicoloured-p00835068,nan,nan,nan,nan,nan,2024/03/02/23:23:50,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,STELLA MCCARTNEY 루프 인조 퍼 스니커즈,455.0
9375347748,https://smartstore.naver.com/magussa5/products/9375347748,https://www.mytheresa.com/de/en/women/vivienne-westwood-metallic-leather-platform-sandals-gold-p00831994,nan,nan,nan,nan,nan,2024/03/02/23:25:22,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VIVIENNE WESTWOOD 브리트니 메탈릭 가죽 플랫폼 샌들,471.0
9375361869,https://smartstore.naver.com/magussa5/products/9375361869,https://www.mytheresa.com/de/en/women/max-mara-damierboo-leather-ankle-boots-black-p00830702,nan,nan,nan,nan,nan,2024/03/02/23:26:55,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MAX MARA 다미에부 가죽 앵클 부츠,375.0
